,,left_side,right_side,similarity
128,643,"Silver Cloud Inn - Seattle Lake Union 1150 Fairview Ave N, Seattle, WA 98109_0","Oakwood Seattle South Lake Union 717 Dexter Ave N, Seattle, WA 98109_0",0.126348975
128,644,"Silver Cloud Inn - Seattle Lake Union 1150 Fairview Ave N, Seattle, WA 98109_0","citizenM Seattle South Lake Union hotel 201 Westlake Ave N, Seattle, WA 98109_0",0.122702122
129,645,"The Bacon Mansion Bed and Breakfast 4528, 959 Broadway E, Seattle, WA 98102_0","The Bacon Mansion Bed and Breakfast 4528, 959 Broadway E, Seattle, WA 98102_0",1
129,646,"The Bacon Mansion Bed and Breakfast 4528, 959 Broadway E, Seattle, WA 98102_0","11th Avenue Inn Bed and Breakfast 121 11th Ave E, Seattle, WA 98102_0",0.17181926
129,647,"The Bacon Mansion Bed and Breakfast 4528, 959 Broadway E, Seattle, WA 98102_0","Mildred's Bed and Breakfast 1202 15th Ave E, Seattle, WA 98112_0",0.122480109
129,648,"The Bacon Mansion Bed and Breakfast 4528, 959 Broadway E, Seattle, WA 98102_0","Pensione Nichols Bed and Breakfast 1923 1st Ave, Seattle, WA 98101_0",0.119997197
129,649,"The Bacon Mansion Bed and Breakfast 4528, 959 Broadway E, Seattle, WA 98102_0","Bed and Breakfast Inn Seattle 1808 E Denny Way, Seattle, WA 98122_0",0.11375783
130,650,"Homewood Suites by Hilton Seattle Downtown 206 Western Ave W, Seattle, WA 98119_0","Homewood Suites by Hilton Seattle Downtown 206 Western Ave W, Seattle, WA 98119_0",1
130,651,"Homewood Suites by Hilton Seattle Downtown 206 Western Ave W, Seattle, WA 98119_0","Homewood Suites by Hilton Seattle Convention Center Pike Street 1011 Pike St, Seattle, WA 98101_0",0.229872319
130,652,"Homewood Suites by Hilton Seattle Downtown 206 Western Ave W, Seattle, WA 98119_0","Embassy Suites by Hilton Seattle Downtown Pioneer Square 255 S King St, Seattle, WA 98104_0",0.226694291
130,653,"Homewood Suites by Hilton Seattle Downtown 206 Western Ave W, Seattle, WA 98119_0","Homewood Suites by Hilton Seattle-Tacoma Airport/Tukwila 6955 Fort Dent Way, Tukwila, WA 98188_0",0.214487576
130,654,"Homewood Suites by Hilton Seattle Downtown 206 Western Ave W, Seattle, WA 98119_0","Home2 Suites by Hilton Seattle Airport 380 Upland Dr, Tukwila, WA 98188_0",0.147439717
131,655,"Georgetown Inn 6100 Corson Ave S, Seattle, WA 98108_0","Georgetown Inn 6100 Corson Ave S, Seattle, WA 98108_0",1
131,656,"Georgetown Inn 6100 Corson Ave S, Seattle, WA 98108_0","New La Hacienda Motel 5414 1st Ave S, Seattle, WA 98108_0",0.175757407
131,657,"Georgetown Inn 6100 Corson Ave S, Seattle, WA 98108_0","Seattle Inn Northgate 12035 Aurora Ave N, Seattle, WA 98133_0",0.035134061
131,658,"Georgetown Inn 6100 Corson Ave S, Seattle, WA 98108_0","Seattle Inn Northgate 12035 Aurora Ave N, Seattle, WA 98133_0",0.035134061
131,659,"Georgetown Inn 6100 Corson Ave S, Seattle, WA 98108_0","Vermont Inn 2721 4th Ave, Seattle, WA 98121_0",0.03495005
132,660,"The Inn at Virginia Mason 1006 Spring St, Seattle, WA 98104_0","The Inn at Virginia Mason 1006 Spring St, Seattle, WA 98104_0",1
132,661,"The Inn at Virginia Mason 1006 Spring St, Seattle, WA 98104_0","The Baroness Hotel 1005 Spring St, Seattle, WA 98104_0",0.254128362
132,662,"The Inn at Virginia Mason 1006 Spring St, Seattle, WA 98104_0","Executive Hotel Pacific 400 Spring St, Seattle, WA 98104_0",0.239809572
132,663,"The Inn at Virginia Mason 1006 Spring St, Seattle, WA 98104_0","The Inn at El Gaucho 2505 1st Ave, Seattle, WA 98121_0",0.131645516
132,664,"The Inn at Virginia Mason 1006 Spring St, Seattle, WA 98104_0","Hotel Sorrento 900 Madison St, Seattle, WA 98104_0",0.119751854
133,665,"The Grove West Seattle Inn 3512 SW Alaska St, Seattle, WA 98126_0","The Grove West Seattle Inn 3512 SW Alaska St, Seattle, WA 98126_0",1
133,666,"The Grove West Seattle Inn 3512 SW Alaska St, Seattle, WA 98126_0","Inn at the Market 86 Pine St, Seattle, WA 98101_0",0.048101957
133,667,"The Grove West Seattle Inn 3512 SW Alaska St, Seattle, WA 98126_0","Seattle Inn Northgate 12035 Aurora Ave N, Seattle, WA 98133_0",0.047960045
133,668,"The Grove West Seattle Inn 3512 SW Alaska St, Seattle, WA 98126_0","Seattle Inn Northgate 12035 Aurora Ave N, Seattle, WA 98133_0",0.047960045
133,669,"The Grove West Seattle Inn 3512 SW Alaska St, Seattle, WA 98126_0","The Baroness Hotel 1005 Spring St, Seattle, WA 98104_0",0.043722434
134,670,"Watertown Hotel - A Staypineapple Hotel 4242 Roosevelt Way NE, Seattle, WA 98105_0","Watertown Hotel - A Staypineapple Hotel 4242 Roosevelt Way NE, Seattle, WA 98105_0",1
134,671,"Watertown Hotel - A Staypineapple Hotel 4242 Roosevelt Way NE, Seattle, WA 98105_0","University Inn - A Staypineapple Hotel 4140 Roosevelt Way NE, Seattle, WA 98105_0",0.43285378
134,672,"Watertown Hotel - A Staypineapple Hotel 4242 Roosevelt Way NE, Seattle, WA 98105_0","Graduate Seattle 4507 Brooklyn Ave NE, Seattle, WA 98105_0",0.171740414
134,673,"Watertown Hotel - A Staypineapple Hotel 4242 Roosevelt Way NE, Seattle, WA 98105_0","The College Inn 4000 University Way NE, Seattle, WA 98115_0",0.167354804
134,674,"Watertown Hotel - A Staypineapple Hotel 4242 Roosevelt Way NE, Seattle, WA 98105_0","University Motel Suites 4731 12th Ave NE, Seattle, WA 98105_0",0.159804486
135,675,"The State Hotel 1501 2nd Ave, Seattle, WA 98101_0","The State Hotel 1501 2nd Ave, Seattle, WA 98101_0",1
135,676,"The State Hotel 1501 2nd Ave, Seattle, WA 98101_0","Moore Hotel 1926 2nd Ave, Seattle, WA 98101_0",0.24182356
135,677,"The State Hotel 1501 2nd Ave, Seattle, WA 98101_0","The Charter Hotel Seattle, Curio Collection by Hilton 1610 2nd Ave, Seattle, WA 98101_0",0.172471363
135,678,"The State Hotel 1501 2nd Ave, Seattle, WA 98101_0","Kimpton Palladian Hotel 2000 2nd Ave, Seattle, WA 98121_0",0.155043679
135,679,"The State Hotel 1501 2nd Ave, Seattle, WA 98101_0","City Hostel Seattle 2327 2nd Ave, Seattle, WA 98121_0",0.148111554
136,680,"Moore Hotel 1926 2nd Ave, Seattle, WA 98101_0","Moore Hotel 1926 2nd Ave, Seattle, WA 98101_0",1
136,681,"Moore Hotel 1926 2nd Ave, Seattle, WA 98101_0","The State Hotel 1501 2nd Ave, Seattle, WA 98101_0",0.24182356
136,682,"Moore Hotel 1926 2nd Ave, Seattle, WA 98101_0","The Charter Hotel Seattle, Curio Collection by Hilton 1610 2nd Ave, Seattle, WA 98101_0",0.177491404
136,683,"Moore Hotel 1926 2nd Ave, Seattle, WA 98101_0","Kimpton Palladian Hotel 2000 2nd Ave, Seattle, WA 98121_0",0.171218841
136,684,"Moore Hotel 1926 2nd Ave, Seattle, WA 98101_0","City Hostel Seattle 2327 2nd Ave, Seattle, WA 98121_0",0.163563513
137,685,"The College Inn 4000 University Way NE, Seattle, WA 98115_0","The College Inn 4000 University Way NE, Seattle, WA 98115_0",1
137,686,"The College Inn 4000 University Way NE, Seattle, WA 98115_0","University Inn - A Staypineapple Hotel 4140 Roosevelt Way NE, Seattle, WA 98105_0",0.19804377
137,687,"The College Inn 4000 University Way NE, Seattle, WA 98115_0","Watertown Hotel - A Staypineapple Hotel 4242 Roosevelt Way NE, Seattle, WA 98105_0",0.167354804
137,688,"The College Inn 4000 University Way NE, Seattle, WA 98115_0","University Motel Suites 4731 12th Ave NE, Seattle, WA 98105_0",0.0945549
137,689,"The College Inn 4000 University Way NE, Seattle, WA 98115_0","Travelodge by Wyndham Seattle University 4725 25th Ave NE, Seattle, WA 98105_0",0.085984978
138,690,"Hotel Five - A Staypineapple Hotel 2200 5th Ave, Seattle, WA 98121_0","Hotel Five - A Staypineapple Hotel 2200 5th Ave, Seattle, WA 98121_0",1
138,691,"Hotel Five - A Staypineapple Hotel 2200 5th Ave, Seattle, WA 98121_0","Kings Inn 2106 5th Ave, Seattle, WA 98121_0",0.240865824
138,692,"Hotel Five - A Staypineapple Hotel 2200 5th Ave, Seattle, WA 98121_0","Kimpton Hotel Vintage Seattle 1100 5th Ave, Seattle, WA 98101_0",0.155129196
138,693,"Hotel Five - A Staypineapple Hotel 2200 5th Ave, Seattle, WA 98121_0","Hyatt House Seattle 201 5th Ave N, Seattle, WA 98109_0",0.154991968
138,694,"Hotel Five - A Staypineapple Hotel 2200 5th Ave, Seattle, WA 98121_0","Hotel Andra 2000 4th Ave, Seattle, WA 98121_0",0.113460776
139,695,"The Charter Hotel Seattle, Curio Collection by Hilton 1610 2nd Ave, Seattle, WA 98101_0","The Charter Hotel Seattle, Curio Collection by Hilton 1610 2nd Ave, Seattle, WA 98101_0",1
139,696,"The Charter Hotel Seattle, Curio Collection by Hilton 1610 2nd Ave, Seattle, WA 98101_0","Moore Hotel 1926 2nd Ave, Seattle, WA 98101_0",0.177491404
139,697,"The Charter Hotel Seattle, Curio Collection by Hilton 1610 2nd Ave, Seattle, WA 98101_0","The State Hotel 1501 2nd Ave, Seattle, WA 98101_0",0.172471363
139,698,"The Charter Hotel Seattle, Curio Collection by Hilton 1610 2nd Ave, Seattle, WA 98101_0","The Sound Hotel Seattle Belltown, Tapestry Collection by Hilton 2120 4th Ave, Seattle, WA 98121_0",0.13654937
139,699,"The Charter Hotel Seattle, Curio Collection by Hilton 1610 2nd Ave, Seattle, WA 98101_0","Kimpton Palladian Hotel 2000 2nd Ave, Seattle, WA 98121_0",0.114076795
140,700,"Staybridge Suites Seattle Downtown - Lake Union 1119 Mercer St, Seattle, WA 98109_0","Staybridge Suites Seattle Downtown - Lake Union 1119 Mercer St, Seattle, WA 98109_0",1
140,701,"Staybridge Suites Seattle Downtown - Lake Union 1119 Mercer St, Seattle, WA 98109_0","Residence Inn by Marriott Seattle Downtown/Lake Union 800 Fairview Ave N, Seattle, WA 98109_0",0.226815609
140,702,"Staybridge Suites Seattle Downtown - Lake Union 1119 Mercer St, Seattle, WA 98109_0","Staybridge Suites Seattle - Fremont 3926 Aurora Ave N, Seattle, WA 98103_0",0.144486406
140,703,"Staybridge Suites Seattle Downtown - Lake Union 1119 Mercer St, Seattle, WA 98109_0","Moxy Seattle Downtown 1016 Republican St, Seattle, WA 98109_0",0.134648109
140,704,"Staybridge Suites Seattle Downtown - Lake Union 1119 Mercer St, Seattle, WA 98109_0","Quality Inn & Suites Seattle Center 618 John St, Seattle, WA 98109_0",0.125711433
141,705,"University Inn - A Staypineapple Hotel 4140 Roosevelt Way NE, Seattle, WA 98105_0","University Inn - A Staypineapple Hotel 4140 Roosevelt Way NE, Seattle, WA 98105_0",1
141,706,"University Inn - A Staypineapple Hotel 4140 Roosevelt Way NE, Seattle, WA 98105_0","Watertown Hotel - A Staypineapple Hotel 4242 Roosevelt Way NE, Seattle, WA 98105_0",0.43285378
141,707,"University Inn - A Staypineapple Hotel 4140 Roosevelt Way NE, Seattle, WA 98105_0","The College Inn 4000 University Way NE, Seattle, WA 98115_0",0.19804377
141,708,"University Inn - A Staypineapple Hotel 4140 Roosevelt Way NE, Seattle, WA 98105_0","University Motel Suites 4731 12th Ave NE, Seattle, WA 98105_0",0.184760093
141,709,"University Inn - A Staypineapple Hotel 4140 Roosevelt Way NE, Seattle, WA 98105_0","Graduate Seattle 4507 Brooklyn Ave NE, Seattle, WA 98105_0",0.172381371
142,710,"Talaris Conference Center 4000 NE 41st St, Seattle, WA 98105_0","Talaris Conference Center 4000 NE 41st St, Seattle, WA 98105_0",1
142,711,"Talaris Conference Center 4000 NE 41st St, Seattle, WA 98105_0","Graduate Seattle 4507 Brooklyn Ave NE, Seattle, WA 98105_0",0.100951549
142,712,"Talaris Conference Center 4000 NE 41st St, Seattle, WA 98105_0","University Motel Suites 4731 12th Ave NE, Seattle, WA 98105_0",0.09350676
142,713,"Talaris Conference Center 4000 NE 41st St, Seattle, WA 98105_0","Hilton Seattle Airport & Conference Center 17620 International Blvd, Seattle, WA 98188_0",0.093290339
142,714,"Talaris Conference Center 4000 NE 41st St, Seattle, WA 98105_0","University Inn - A Staypineapple Hotel 4140 Roosevelt Way NE, Seattle, WA 98105_0",0.088034055
143,715,"The Sound Hotel Seattle Belltown, Tapestry Collection by Hilton 2120 4th Ave, Seattle, WA 98121_0","The Sound Hotel Seattle Belltown, Tapestry Collection by Hilton 2120 4th Ave, Seattle, WA 98121_0",1
143,716,"The Sound Hotel Seattle Belltown, Tapestry Collection by Hilton 2120 4th Ave, Seattle, WA 98121_0","Hotel Andra 2000 4th Ave, Seattle, WA 98121_0",0.176150211
143,717,"The Sound Hotel Seattle Belltown, Tapestry Collection by Hilton 2120 4th Ave, Seattle, WA 98121_0","Vermont Inn 2721 4th Ave, Seattle, WA 98121_0",0.168384614
143,718,"The Sound Hotel Seattle Belltown, Tapestry Collection by Hilton 2120 4th Ave, Seattle, WA 98121_0","Stay Alfred on 4th Avenue 2201 4th Ave, Seattle, WA 98121_0",0.142191313
143,719,"The Sound Hotel Seattle Belltown, Tapestry Collection by Hilton 2120 4th Ave, Seattle, WA 98121_0","The Charter Hotel Seattle, Curio Collection by Hilton 1610 2nd Ave, Seattle, WA 98101_0",0.13654937
144,720,"Gaslight Inn 1727 15th Ave, Seattle, WA 98122_0","Gaslight Inn 1727 15th Ave, Seattle, WA 98122_0",1
144,721,"Gaslight Inn 1727 15th Ave, Seattle, WA 98122_0","Mozart Guest House 1013 15th Ave E, Seattle, WA 98112_0",0.175247354
144,722,"Gaslight Inn 1727 15th Ave, Seattle, WA 98122_0","Mildred's Bed and Breakfast 1202 15th Ave E, Seattle, WA 98112_0",0.168930588
144,723,"Gaslight Inn 1727 15th Ave, Seattle, WA 98122_0","First Hill Apartments 400 10th Ave, Seattle, WA 98122_0",0.165729303
144,724,"Gaslight Inn 1727 15th Ave, Seattle, WA 98122_0","Bed and Breakfast Inn Seattle 1808 E Denny Way, Seattle, WA 98122_0",0.108104016
145,725,"Stay Alfred on 1st Avenue 1200 Western Ave, Seattle, WA 98101_0","Stay Alfred on 1st Avenue 1200 Western Ave, Seattle, WA 98101_0",1
145,726,"Stay Alfred on 1st Avenue 1200 Western Ave, Seattle, WA 98101_0","Stay Alfred on 4th Avenue 2201 4th Ave, Seattle, WA 98121_0",0.191043331
145,727,"Stay Alfred on 1st Avenue 1200 Western Ave, Seattle, WA 98101_0","Stay Alfred on Elliott Avenue 2334 Elliott Ave, Seattle, WA 98121_0",0.182105163
145,728,"Stay Alfred on 1st Avenue 1200 Western Ave, Seattle, WA 98101_0","Stay Alfred on Wall Street 2515 4th Ave, Seattle, WA 98121_0",0.175482041
145,729,"Stay Alfred on 1st Avenue 1200 Western Ave, Seattle, WA 98101_0","Homewood Suites by Hilton Seattle Downtown 206 Western Ave W, Seattle, WA 98119_0",0.141052394
146,730,"WorldMark Seattle - The Camlin 1619 9th Ave, Seattle, WA 98101_0","WorldMark Seattle - The Camlin 1619 9th Ave, Seattle, WA 98101_0",1
146,731,"WorldMark Seattle - The Camlin 1619 9th Ave, Seattle, WA 98101_0","The Halcyon Suite Du Jour 1125 9th Ave W, Seattle, WA 98119_0",0.155829457
146,732,"WorldMark Seattle - The Camlin 1619 9th Ave, Seattle, WA 98101_0","W Seattle 1112 4th Ave, Seattle, WA 98101_0",0.1013745
146,733,"WorldMark Seattle - The Camlin 1619 9th Ave, Seattle, WA 98101_0","The State Hotel 1501 2nd Ave, Seattle, WA 98101_0",0.090333288
146,734,"WorldMark Seattle - The Camlin 1619 9th Ave, Seattle, WA 98101_0","Moore Hotel 1926 2nd Ave, Seattle, WA 98101_0",0.084005161
147,735,"Inn at the WAC 1325 6th Ave, Seattle, WA 98101_0","Inn at the WAC 1325 6th Ave, Seattle, WA 98101_0",1
147,736,"Inn at the WAC 1325 6th Ave, Seattle, WA 98101_0","Crowne Plaza Seattle Downtown 1113 6th Ave, Seattle, WA 98101_0",0.196512014
147,737,"Inn at the WAC 1325 6th Ave, Seattle, WA 98101_0","Inn at the Market 86 Pine St, Seattle, WA 98101_0",0.187592152
147,738,"Inn at the WAC 1325 6th Ave, Seattle, WA 98101_0","Hyatt Place Seattle 110 6th Ave N, Seattle, WA 98109_0",0.148661114
147,739,"Inn at the WAC 1325 6th Ave, Seattle, WA 98101_0","Travelodge Seattle by The Space Needle 200 6th Ave N, Seattle, WA 98109_0",0.138873857
148,740,"Mozart Guest House 1013 15th Ave E, Seattle, WA 98112_0","Mozart Guest House 1013 15th Ave E, Seattle, WA 98112_0",1
148,741,"Mozart Guest House 1013 15th Ave E, Seattle, WA 98112_0","Mildred's Bed and Breakfast 1202 15th Ave E, Seattle, WA 98112_0",0.282534065
148,742,"Mozart Guest House 1013 15th Ave E, Seattle, WA 98112_0","Gaslight Inn 1727 15th Ave, Seattle, WA 98122_0",0.175247354
148,743,"Mozart Guest House 1013 15th Ave E, Seattle, WA 98112_0","Shafer Baillie Mansion Bed & Breakfast 907 14th Ave E, Seattle, WA 98112_0",0.133486731
148,744,"Mozart Guest House 1013 15th Ave E, Seattle, WA 98112_0","Hyatt House Seattle 201 5th Ave N, Seattle, WA 98109_0",0.05590631
149,745,"Hyatt Regency Lake Washington At SeattleS Southport 1053 Lake Washington Blvd N, Renton, WA 98056_0","Hyatt Regency Lake Washington At SeattleS Southport 1053 Lake Washington Blvd N, Renton, WA 98056_0",1
149,746,"Hyatt Regency Lake Washington At SeattleS Southport 1053 Lake Washington Blvd N, Renton, WA 98056_0","Hyatt Regency Lake Washington At SeattleS Southport 1053 Lake WA Boulevard North, Renton, Washington 98056_0",0.614370735
149,747,"Hyatt Regency Lake Washington At SeattleS Southport 1053 Lake Washington Blvd N, Renton, WA 98056_0","Econo Lodge Renton-Bellevue 4710 Lake Washington Blvd NE, Renton, WA 98056_0",0.24218725
149,748,"Hyatt Regency Lake Washington At SeattleS Southport 1053 Lake Washington Blvd N, Renton, WA 98056_0","Hyatt Regency Seattle 808 Howell St, Seattle, WA 98101_0",0.072476258
149,749,"Hyatt Regency Lake Washington At SeattleS Southport 1053 Lake Washington Blvd N, Renton, WA 98056_0","Hyatt At Olive 8 1635 8th Ave, Seattle, WA 98101_0",0.038896673
150,750,"Pensione Nichols Bed and Breakfast 1923 1st Ave, Seattle, WA 98101_0","Pensione Nichols Bed and Breakfast 1923 1st Ave, Seattle, WA 98101_0",1
150,751,"Pensione Nichols Bed and Breakfast 1923 1st Ave, Seattle, WA 98101_0","Mildred's Bed and Breakfast 1202 15th Ave E, Seattle, WA 98112_0",0.155777233
150,752,"Pensione Nichols Bed and Breakfast 1923 1st Ave, Seattle, WA 98101_0","11th Avenue Inn Bed and Breakfast 121 11th Ave E, Seattle, WA 98102_0",0.133944612
150,753,"Pensione Nichols Bed and Breakfast 1923 1st Ave, Seattle, WA 98101_0","Bed and Breakfast Inn Seattle 1808 E Denny Way, Seattle, WA 98122_0",0.133541956
150,754,"Pensione Nichols Bed and Breakfast 1923 1st Ave, Seattle, WA 98101_0","Ace Hotel Seattle 2423 1st Ave, Seattle, WA 98121_0",0.12216093
151,755,"Bed and Breakfast Inn Seattle 1808 E Denny Way, Seattle, WA 98122_0","Bed and Breakfast Inn Seattle 1808 E Denny Way, Seattle, WA 98122_0",1
151,756,"Bed and Breakfast Inn Seattle 1808 E Denny Way, Seattle, WA 98122_0","Mildred's Bed and Breakfast 1202 15th Ave E, Seattle, WA 98112_0",0.136305129
151,757,"Bed and Breakfast Inn Seattle 1808 E Denny Way, Seattle, WA 98122_0","Pensione Nichols Bed and Breakfast 1923 1st Ave, Seattle, WA 98101_0",0.133541956
151,758,"Bed and Breakfast Inn Seattle 1808 E Denny Way, Seattle, WA 98122_0","11th Avenue Inn Bed and Breakfast 121 11th Ave E, Seattle, WA 98102_0",0.123148515
151,759,"Bed and Breakfast Inn Seattle 1808 E Denny Way, Seattle, WA 98122_0","The Bacon Mansion Bed and Breakfast 4528, 959 Broadway E, Seattle, WA 98102_0",0.11375783
152,760,"Civic Hotel 325 7th Ave, Seattle, WA 98109_0","Civic Hotel 325 7th Ave, Seattle, WA 98109_0",1
152,761,"Civic Hotel 325 7th Ave, Seattle, WA 98109_0","Hotel Theodore 1531 7th Ave, Seattle, WA 98101_0",0.246955697
152,762,"Civic Hotel 325 7th Ave, Seattle, WA 98109_0","MarQueen Hotel 600 Queen Anne Ave N, Seattle, WA 98109_0",0.10630226
152,763,"Civic Hotel 325 7th Ave, Seattle, WA 98109_0","Hyatt Place Seattle 110 6th Ave N, Seattle, WA 98109_0",0.101500055
152,764,"Civic Hotel 325 7th Ave, Seattle, WA 98109_0","Hyatt House Seattle 201 5th Ave N, Seattle, WA 98109_0",0.100945909
153,765,"Stay Alfred on Elliott Avenue 2334 Elliott Ave, Seattle, WA 98121_0","Stay Alfred on Elliott Avenue 2334 Elliott Ave, Seattle, WA 98121_0",1
153,766,"Stay Alfred on Elliott Avenue 2334 Elliott Ave, Seattle, WA 98121_0","Stay Alfred on 4th Avenue 2201 4th Ave, Seattle, WA 98121_0",0.234413245
153,767,"Stay Alfred on Elliott Avenue 2334 Elliott Ave, Seattle, WA 98121_0","Stay Alfred on Wall Street 2515 4th Ave, Seattle, WA 98121_0",0.219487892
153,768,"Stay Alfred on Elliott Avenue 2334 Elliott Ave, Seattle, WA 98121_0","Stay Alfred on 1st Avenue 1200 Western Ave, Seattle, WA 98101_0",0.182105163
153,769,"Stay Alfred on Elliott Avenue 2334 Elliott Ave, Seattle, WA 98121_0","Ace Hotel Seattle 2423 1st Ave, Seattle, WA 98121_0",0.087494525
154,770,"Shafer Baillie Mansion Bed & Breakfast 907 14th Ave E, Seattle, WA 98112_0","Shafer Baillie Mansion Bed & Breakfast 907 14th Ave E, Seattle, WA 98112_0",1
154,771,"Shafer Baillie Mansion Bed & Breakfast 907 14th Ave E, Seattle, WA 98112_0","Mildred's Bed and Breakfast 1202 15th Ave E, Seattle, WA 98112_0",0.169947638
154,772,"Shafer Baillie Mansion Bed & Breakfast 907 14th Ave E, Seattle, WA 98112_0","Mozart Guest House 1013 15th Ave E, Seattle, WA 98112_0",0.133486731
154,773,"Shafer Baillie Mansion Bed & Breakfast 907 14th Ave E, Seattle, WA 98112_0","The Bacon Mansion Bed and Breakfast 4528, 959 Broadway E, Seattle, WA 98102_0",0.091420297
154,774,"Shafer Baillie Mansion Bed & Breakfast 907 14th Ave E, Seattle, WA 98112_0","Pensione Nichols Bed and Breakfast 1923 1st Ave, Seattle, WA 98101_0",0.055583892
155,775,"11th Avenue Inn Bed and Breakfast 121 11th Ave E, Seattle, WA 98102_0","11th Avenue Inn Bed and Breakfast 121 11th Ave E, Seattle, WA 98102_0",1
155,776,"11th Avenue Inn Bed and Breakfast 121 11th Ave E, Seattle, WA 98102_0","The Bacon Mansion Bed and Breakfast 4528, 959 Broadway E, Seattle, WA 98102_0",0.17181926
155,777,"11th Avenue Inn Bed and Breakfast 121 11th Ave E, Seattle, WA 98102_0","Mildred's Bed and Breakfast 1202 15th Ave E, Seattle, WA 98112_0",0.136716117
155,778,"11th Avenue Inn Bed and Breakfast 121 11th Ave E, Seattle, WA 98102_0","Roy Street Commons 621 12th Ave E, Seattle, WA 98102_0",0.134842157
155,779,"11th Avenue Inn Bed and Breakfast 121 11th Ave E, Seattle, WA 98102_0","Pensione Nichols Bed and Breakfast 1923 1st Ave, Seattle, WA 98101_0",0.133944612
156,780,"Hyatt Regency Lake Washington At SeattleS Southport 1053 Lake WA Boulevard North, Renton, Washington 98056_0","Hyatt Regency Lake Washington At SeattleS Southport 1053 Lake WA Boulevard North, Renton, Washington 98056_0",1
156,781,"Hyatt Regency Lake Washington At SeattleS Southport 1053 Lake WA Boulevard North, Renton, Washington 98056_0","Hyatt Regency Lake Washington At SeattleS Southport 1053 Lake Washington Blvd N, Renton, WA 98056_0",0.614370735
156,782,"Hyatt Regency Lake Washington At SeattleS Southport 1053 Lake WA Boulevard North, Renton, Washington 98056_0","Econo Lodge Renton-Bellevue 4710 Lake Washington Blvd NE, Renton, WA 98056_0",0.103552221
156,783,"Hyatt Regency Lake Washington At SeattleS Southport 1053 Lake WA Boulevard North, Renton, Washington 98056_0","Hyatt Regency Seattle 808 Howell St, Seattle, WA 98101_0",0.068939334
156,784,"Hyatt Regency Lake Washington At SeattleS Southport 1053 Lake WA Boulevard North, Renton, Washington 98056_0","citizenM Seattle South Lake Union hotel 201 Westlake Avenue North, Seattle, Washington 98109_0",0.048119181
157,785,"Oakwood Seattle South Lake Union 717 Dexter Ave N, Seattle, WA 98109_0","Oakwood Seattle South Lake Union 717 Dexter Ave N, Seattle, WA 98109_0",1
157,786,"Oakwood Seattle South Lake Union 717 Dexter Ave N, Seattle, WA 98109_0","citizenM Seattle South Lake Union hotel 201 Westlake Ave N, Seattle, WA 98109_0",0.286783921
157,787,"Oakwood Seattle South Lake Union 717 Dexter Ave N, Seattle, WA 98109_0","EVEN Hotel Seattle - South Lake Union 527 Fairview Ave N, Seattle, WA 98109_0",0.28323161
157,788,"Oakwood Seattle South Lake Union 717 Dexter Ave N, Seattle, WA 98109_0","Holiday Inn Seattle Downtown 211 Dexter Ave N, Seattle, WA 98109_0",0.230189874
157,789,"Oakwood Seattle South Lake Union 717 Dexter Ave N, Seattle, WA 98109_0","citizenM Seattle South Lake Union hotel 201 Westlake Avenue North, Seattle, Washington 98109_0",0.210427033
158,790,"citizenM Seattle South Lake Union hotel 201 Westlake Avenue North, Seattle, Washington 98109_0","citizenM Seattle South Lake Union hotel 201 Westlake Avenue North, Seattle, Washington 98109_0",1
158,791,"citizenM Seattle South Lake Union hotel 201 Westlake Avenue North, Seattle, Washington 98109_0","citizenM Seattle South Lake Union hotel 201 Westlake Ave N, Seattle, WA 98109_0",0.65196142
158,792,"citizenM Seattle South Lake Union hotel 201 Westlake Avenue North, Seattle, Washington 98109_0","Travelodge Seattle by The Space Needle 200 6th Avenue North, Seattle, Washington 98109_0",0.23122775
158,793,"citizenM Seattle South Lake Union hotel 201 Westlake Avenue North, Seattle, Washington 98109_0","Holiday Inn Express & Suites Seattle City Center 226 Aurora Avenue North, Seattle, Washington 98109_0",0.223168654
158,794,"citizenM Seattle South Lake Union hotel 201 Westlake Avenue North, Seattle, Washington 98109_0","Oakwood Seattle South Lake Union 717 Dexter Ave N, Seattle, WA 98109_0",0.210427033
159,795,"Mildred's Bed and Breakfast 1202 15th Ave E, Seattle, WA 98112_0","Mildred's Bed and Breakfast 1202 15th Ave E, Seattle, WA 98112_0",1
159,796,"Mildred's Bed and Breakfast 1202 15th Ave E, Seattle, WA 98112_0","Mozart Guest House 1013 15th Ave E, Seattle, WA 98112_0",0.282534065
159,797,"Mildred's Bed and Breakfast 1202 15th Ave E, Seattle, WA 98112_0","Shafer Baillie Mansion Bed & Breakfast 907 14th Ave E, Seattle, WA 98112_0",0.169947638
159,798,"Mildred's Bed and Breakfast 1202 15th Ave E, Seattle, WA 98112_0","Gaslight Inn 1727 15th Ave, Seattle, WA 98122_0",0.168930588
159,799,"Mildred's Bed and Breakfast 1202 15th Ave E, Seattle, WA 98112_0","Pensione Nichols Bed and Breakfast 1923 1st Ave, Seattle, WA 98101_0",0.155777233
160,800,"First Hill Apartments 400 10th Ave, Seattle, WA 98122_0","First Hill Apartments 400 10th Ave, Seattle, WA 98122_0",1
160,801,"First Hill Apartments 400 10th Ave, Seattle, WA 98122_0","Gaslight Inn 1727 15th Ave, Seattle, WA 98122_0",0.165729303
